school_name_std,address,city,zip,county,FedCong,included_in_program,registered,n_incidents,had_incident,n_disp_return,perc_disp_return
eunice smith elem school,2400 Henry St,Alton,62002 4446,Madison,13,1,NA,0,0,NA,NA
eureka high school,200 W Cruger Ave,Eureka,61530 1323,Woodford,16,1,1,0,0,NA,NA
eureka middle school,2005 S Main St,Eureka,61530 1661,Woodford,16,1,1,3,1,3,1
eurma c hayes center,441 E Willow St,Carbondale,62901 1659,Jackson,12,0,NA,0,0,NA,NA
evans junior high school,2901 Morrissey Dr,Bloomington,61704 5805,McLean,16,1,NA,0,0,NA,NA
evanston twp high school,1600 Dodge Ave,Evanston,60201 3449,Cook,09,1,1,3,1,1,0.333333333333333
evansville attendance center,701 Oak St,Evansville,62242 1893,Randolph,12,1,NA,0,0,NA,NA
evelyn alexander school,1210 Adams St,North Chicago,60064 1317,Lake,10,1,1,0,0,NA,NA
everest high school,1320 East Ave,Belvidere,61008 4559,Boone,11,1,NA,0,0,NA,NA
everett dirksen elementary sch,116 W Beech Dr,Schaumburg,60193 1547,Cook,08,1,1,0,0,NA,NA
everett elem school,3419 S Bell Ave,Chicago,60608 6010,Cook,04,1,1,0,0,NA,NA
everett elem school,300 S Waukegan Rd,Lake Forest,60045 2643,Lake,10,1,1,0,0,NA,NA
everett f kerr middle school,12915 Maple Ave,Blue Island,60406 2014,Cook,01,1,NA,0,0,NA,NA
evergreen academy,3917 Mercy Dr,Mchenry,60050 3151,N/A,NA,1,NA,0,0,NA,NA
evergreen academy elem school,3537 S Paulina St,Chicago,60609 1229,Cook,04,1,1,1,1,1,1
evergreen elementary school,1041 Evergreen Dr,Carol Stream,60188 9109,Dupage,08,1,1,1,1,1,1
evergreen park high school,9901 S Kedzie Ave,Evergreen Park,60805 3416,Cook,06,1,NA,0,0,NA,NA
evers elem school,9811 S Lowe Ave,Chicago,60628 1014,Cook,01,1,1,1,1,1,1
ewing northern elem school,51 N Main St,Ewing,62836 1437,Franklin,12,1,NA,0,0,NA,NA
excel academy englewood hs,7141 S Morgan St,Chicago,60621 5000,Cook,07,1,1,0,0,NA,NA
excel academy southwest hs,7050 S Washtenaw Ave,Chicago,60629 1924,Cook,07,1,1,0,0,NA,NA
excel academy woodlawn hs,7530 S South Shore Dr,Chicago,60649 4306,Cook,NA,1,NA,0,0,NA,NA
excel alternative program,105 S State St,Atkinson,61235 9788,Henry,16,0,NA,0,0,NA,NA
exceptional learners collaborative,900 Corporate Woods Parkway,Vernon Hills,60061,NA,NA,1,1,0,0,NA,NA
exceptional learners collaborative west,960 Corporate Woods Pkwy,Vernon Hills,60061 3155,Lake,10,0,1,0,0,NA,NA
f b mccord elem school,8450 Nashville Ave,Burbank,60459 2335,Cook,04,1,1,0,0,NA,NA
f e peacock middle school,301 E North St,Itasca,60143 1620,Dupage,08,1,NA,0,0,NA,NA
fabyan elementary school,OS350 Grengs Ln,Geneva,60134,Kane,11,1,1,0,0,NA,NA
fairfield comm high school,300 W King St,Fairfield,62837 1710,Wayne,12,1,NA,0,0,NA,NA
fairfield elem academy,6201 S Fairfield Ave,Chicago,60629 2309,Cook,04,1,1,1,1,0,0
fairhaven school,634 Countryside Hwy,Mundelein,60060 2502,Lake,10,0,1,0,0,NA,NA
fairmont school,735 Green Garden Pl,Lockport,60441 4935,Will,14,1,1,0,0,NA,NA
fairmount elem school,6036 Blodgett Ave,Downers Grove,60516 2008,Dupage,06,1,1,0,0,NA,NA
fairview early childhood center,512 Fairview Ave,Rockford,61108 1910,Winnebago,17,1,NA,0,0,NA,NA
fairview elem school,375 Arizona Blvd,Hoffman Estates,60169 1922,Cook,08,1,1,2,1,2,1
fairview elem school,300 N Fairview Ave,Mt Prospect,60056 2376,Cook,05,1,1,0,0,NA,NA
fairview elem school,416 Fairview St,Normal,61761 1221,McLean,17,1,NA,0,0,NA,NA
fairview elem school,2200 E Ridgely Ave,Springfield,62702 3045,Sangamon,13,1,1,13,1,13,1
fairview south elementary school,7040 Laramie Ave,Skokie,60077 3443,Cook,09,1,1,1,1,0,0
falconer elem school,3020 N Lamon Ave,Chicago,60641 5195,Cook,03,1,1,0,0,NA,NA
family enrichment prg fep,150 W 137Th St,Riverdale,60827 1613,Cook,02,0,NA,0,0,NA,NA
faraday elem school,3250 W Monroe St,Chicago,60624 2919,Cook,07,1,1,0,0,NA,NA
farmersville elem school,407 Sedentop St,Farmersville,62533 0170,Montgomery,15,1,NA,0,0,NA,NA
farmingdale elem school,2473 N Farmingdale Rd,Pleasant Plains,62677 4012,Sangamon,15,1,1,0,0,NA,NA
farmington central elem sch,108 N Lightfoot Rd,Farmington,61531 9647,Peoria,17,1,NA,0,0,NA,NA
farmington central high sch,310 N Lightfoot Rd,Farmington,61531 9649,Peoria,17,1,NA,0,0,NA,NA
farmington central jr high sch,300 N Lightfoot Rd,Farmington,61531 9649,Peoria,17,1,NA,0,0,NA,NA
farnsworth elem school,5414 N Linder Ave,Chicago,60630 1329,Cook,05,1,1,1,1,1,1
farragut career academy hs,2345 S Christiana Ave,Chicago,60623 3217,Cook,04,1,1,0,0,NA,NA
farragut elem school,701 Glenwood Ave,Joliet,60435 6911,Will,14,1,NA,0,0,NA,NA
farrington elem school,20941 E Divide Rd,Bluford,62814 2402,Jefferson,12,1,NA,0,0,NA,NA
fearn elementary school,1600 Hawksley Ln,North Aurora,60542 1781,Kane,11,1,1,2,1,1,0.5
feitshans elem sch,1101 S 15th St,Springfield,62703 2636,Sangamon,13,1,1,0,0,NA,NA
fenger academy high school,11220 S Wallace St,Chicago,60628 4728,Cook,01,1,1,0,0,NA,NA
fenton high school,1000 W Green St,Bensenville,60106 2008,Dupage,03,1,NA,0,0,NA,NA
fernway park elem school,16600 S 88th Ave,Orland Park,60462 5702,Cook,06,1,1,0,0,NA,NA
fernwood elem school,10041 S Union Ave,Chicago,60628 1824,Cook,01,1,1,0,0,NA,NA
ferson creek school,38W160 Bolcum Rd,Saint Charles,60175 6168,Kane,11,1,1,0,0,NA,NA
field elem school,7019 N Ashland Blvd,Chicago,60626 2716,Cook,09,1,1,0,0,NA,NA
field elem school,295 N Emroy Ave,Elmhurst,60126 2468,Dupage,04,1,1,1,1,1,1
field elementary school,21075 N Hails Ln,Texico,62889 2932,Jefferson,12,1,1,1,1,1,1
field park elem school,4335 Howard Ave,Western Springs,60558 1221,Cook,06,1,1,0,0,NA,NA
field school,2055 Landwehr Rd,Northbrook,60062 6413,Cook,10,1,NA,0,0,NA,NA
field stevenson elem school,925 Beloit Ave,Forest Park,60130 2301,Cook,07,1,1,6,1,6,1
fieldcrest elem school,4100 Wagman St,Oak Forest,60452 4342,Cook,01,1,1,0,0,NA,NA
fieldcrest high school,1 Dornbush Dr,Minonk,61760 1363,Woodford,16,1,1,0,0,NA,NA
fieldcrest intermediate school,306 N Maple St,Toluca,61369 9618,Woodford,16,1,1,0,0,NA,NA
fieldcrest middle school,102 W Elm St,Wenona,61377 7539,Woodford,16,1,1,0,0,NA,NA
fieldcrest primary school,523 Johnson St,Minonk,61760 1246,Woodford,16,1,1,0,0,NA,NA
finkl elem school,2332 S Western Ave,Chicago,60608 3818,Cook,04,1,1,1,1,1,1
fischer middle school,1305 Long Grove Dr,Aurora,60504 8990,Dupage,11,1,1,1,1,1,1
fisher grade school,801 S 5th St,Fisher,61843 9522,Champaign,15,1,1,0,0,NA,NA
fisher jr sr high school,111 W Division St,Fisher,61843 9422,Champaign,15,1,1,0,0,NA,NA
fiske elem school,6020 S Langley Ave,Chicago,60637 2595,Cook,01,1,1,0,0,NA,NA
five county reg voc center,130 Washington St,Tamms,62988,Alexander,NA,1,NA,0,0,NA,NA
five county reg voc system,130 Washington St,Tamms,62988,Alexander,NA,1,NA,0,0,NA,NA
five county regional alternative,1001 Walnut Street,Murphysboro,62966,N/A,NA,1,NA,0,0,NA,NA
flanagan elem school,202 E Falcon Hwy,Flanagan,61740 7503,Livingston,16,1,NA,0,0,NA,NA
flanagan cornell high school,202 E Falcon Hwy,Flanagan,61740 7503,Livingston,16,1,NA,0,0,NA,NA
flex program,704 W Abe St,Plano,60545 1180,N/A,NA,0,NA,0,0,NA,NA
flora elementary school,445 Emory St,Flora,62839 2701,Clay,12,1,1,0,0,NA,NA
flora high school,600 S Locust St,Flora,62839 2174,Clay,12,1,1,0,0,NA,NA
flossmoor hills elem school,3721 Beech St,Flossmoor,60422 1020,Cook,02,1,1,0,0,NA,NA
floyd henson jr high sch,609 N Stanford Rd,Flora,62839 2632,Clay,12,1,1,0,0,NA,NA
focus safe sch program,1500 W Jefferson St,Vandalia,62471 1510,N/A,NA,0,1,0,0,NA,NA
foreman high school,3235 N Leclaire Ave,Chicago,60641 4290,Cook,03,1,1,1,1,0,0
forest elem school,1375 S 5th Ave,Des Plaines,60018 1430,Cook,08,1,1,0,0,NA,NA
forest glen elem school,561 Elm St,Glen Ellyn,60137 3859,Dupage,03,1,NA,0,0,NA,NA
forest hills elem school,5020 Central Ave,Western Springs,60558 1801,Cook,06,1,1,0,0,NA,NA
forest park individual ed school,1220 California Ave,Joliet,60432 1102,Will,14,1,NA,0,0,NA,NA
forest park middle school,925 Beloit Ave,Forest Park,60130 2301,Cook,07,1,1,3,1,3,1
forest road elem school,901 Forest Rd,La Grange Park,60526 1602,Cook,04,1,NA,0,0,NA,NA
forest view,2121 South Goebbert Road,Arlington Heights,60005,Cook County,NA,NA,1,1,1,1,1
forest view elem school,1901 W Estates Dr,Mount Prospect,60056 3521,Cook,05,1,1,1,1,1,1
forrestal elem school,2833 E Washington Ave,Great Lakes,60088 1914,Lake,10,1,1,0,0,NA,NA
forreston grade school,601 E Main St,Forreston,61030 0665,Ogle,16,1,1,0,0,NA,NA
forreston jr sr high sch,601 E Main St,Forreston,61030 0665,Ogle,16,1,1,0,0,NA,NA
fort dearborn elem school,9025 S Throop St,Chicago,60620 3523,Cook,01,1,1,0,0,NA,NA
foster park elem school,8530 S Wood St,Chicago,60620 4734,Cook,01,1,1,10,1,3,0.3
founders elementary school,821 S 7th St,Dekalb,60115 4572,Dekalb,14,1,1,1,1,1,1
fox chase elementary school,260 Fox Chase Dr N,Oswego,60543 8335,Kendall,14,1,1,0,0,NA,NA
fox creek elementary school,3910 Timberwolf Trl,Bloomington,61705 4241,McLean,17,1,NA,0,0,NA,NA
fox meadow elementary school,1275 Jenna Dr,South Elgin,60177 3073,Kane,08,1,NA,0,0,NA,NA
fox ridge school,1905 E Tyler Rd,Saint Charles,60174 3410,Kane,NA,1,1,4,1,3,0.75
fox river grove middle school,401 Orchard St,Fox River Grove,60021 1145,McHenry,09,1,1,1,1,0,0
fox valley career center,47W326 Keslinger Rd,Maple Park,60151 9720,Kane,NA,0,NA,0,0,NA,NA
frances willard elem school,2503 9th St,Rock Island,61201 5278,Rock Island,17,1,1,0,0,NA,NA
francis granger middle school,2721 Stonebridge Blvd,Aurora,60502 8403,Dupage,11,1,1,11,1,10,0.909090909090909
frank a brodnicki elem school,8641 W 75th St,Justice,60458 1114,Cook,06,1,NA,0,0,NA,NA
frank c whiteley elem school,4335 Haman Ave,Hoffman Estates,60192 1306,Cook,05,1,1,0,0,NA,NA
frankfort community high school,601 E Main St,West Frankfort,62896 1333,Franklin,12,1,NA,0,0,NA,NA
frankfort intermediate school,800 N Cherry St,West Frankfort,62896 1668,Franklin,12,1,NA,0,0,NA,NA
frankfort square elem school,7710 W Kingston Dr,Frankfort,60423 8355,Will,NA,1,1,0,0,NA,NA
franklin co detention center 6 8,409 E Washington St,Benton,62812 2180,Franklin,NA,0,NA,0,0,NA,NA
franklin co detention center 9 12,409 E Washington St,Benton,62812 2180,NA,NA,0,NA,0,0,NA,NA
franklin county reg del system,901 Public Sq,Benton,62812 2255,NA,NA,0,NA,0,0,NA,NA
franklin east grade school,412 Wyatt Ave,Franklin,62638,Morgan,15,1,NA,0,0,NA,NA
franklin elem fine arts center,225 W Evergreen Ave,Chicago,60610 1813,Cook,07,1,1,9,1,9,1
franklin elem school,1006 Mount Mission Rd,Metropolis,62960 3002,Massac,12,1,NA,0,0,NA,NA
franklin elem school,301 N 2nd St,Belleville,62220 1254,Saint Clair,13,1,1,0,0,NA,NA
franklin elem school,1510 E 25th St,Sterling,61081 1470,Whiteside,17,1,NA,0,0,NA,NA
franklin elementary school,1201 S 6th St,Mattoon,61938,Coles,15,1,1,0,0,NA,NA
franklin elementary school,2401 Manor Ln,Park Ridge,60068 1559,Cook,09,1,NA,0,0,NA,NA
franklin elementary school,14701 Chicago Rd,Dolton,60419 2015,Cook,02,1,1,0,0,NA,NA
franklin elementary school,1412 Wyatt Street,Franklin,62638 4933,Morgan,15,1,NA,0,0,NA,NA
franklin grove elem school,2440 N Summit Ave,Decatur,62526 3181,Macon,13,1,1,4,1,3,0.75
franklin jr sr high school,110 State,Franklin,62638 4933,Morgan,15,1,NA,0,0,NA,NA
franklin middle school,817 N Harris Ave,Champaign,61820 2849,Champaign,13,1,1,0,0,NA,NA
franklin middle school,211 E Franklin St,Wheaton,60187 4146,Dupage,03,1,1,0,0,NA,NA
franklin park middle school,1325 Bobcat Cir,Salem,62881 1015,Marion,12,1,NA,0,0,NA,NA
franklin primary school,807 W Columbia Ter,Peoria,61606 1334,Peoria,17,1,1,0,0,NA,NA
franklin jefferson sped social emotional success ses,501 S Snider St,Christopher,62822 1360,Jefferson,12,0,NA,0,0,NA,NA
franklin jefferson sped int k 12,1118 Fairfield Rd,Mount Vernon,62864 5726,Jefferson,NA,0,NA,0,0,NA,NA
frankln johnsn massc willimsn roe,901 Public Square,Benton,62812 1300,N/A,NA,0,NA,0,0,NA,NA
frazier perspectives magnet es,4027 W Grenshaw St,Chicago,60624 3930,Cook,07,1,1,0,0,NA,NA
fred rodgers magnet acad,157 N Root St,Aurora,60505 2600,Kane,11,1,NA,0,0,NA,NA
frederick nerge elem school,660 N Woodfield Trl,Roselle,60172 1058,Cook,08,1,1,3,1,3,1
frederick school,595 Frederick Rd,Grayslake,60030 3909,Lake,10,1,NA,0,0,NA,NA
freeburg community high sch,401 S Monroe St,Freeburg,62243 1535,Saint Clair,12,1,1,0,0,NA,NA
freeburg elem school,408 S Belleville St,Freeburg,62243 1534,Saint Clair,12,1,1,0,0,NA,NA
freeburg primary center,650 S State St,Freeburg,62243 1559,Saint Clair,12,1,1,0,0,NA,NA
freedom elem school,11600 Heritage Meadows Dr,Plainfield,60585 2084,Will,14,1,1,0,0,NA,NA
freedom middle school,3016 Ridgeland Ave,Berwyn,60402 2700,Cook,04,1,1,0,0,NA,NA
freeman elem school,153 S Randall Rd,Aurora,60506 4726,Kane,11,1,1,1,1,0,0
freeport alternative high sch,1330 S Locust Ave,Freeport,61032 6325,N/A,NA,1,NA,0,0,NA,NA
freeport high school,701 W Moseley St,Freeport,61032 4938,Stephenson,17,1,1,5,1,5,1
freeport middle school,701 W Empire St,Freeport,61032 6355,Stephenson,17,1,1,7,1,7,1
fremont elem school,28908 N Fremont Center Rd,Mundelein,60060 9429,Lake,10,1,NA,0,0,NA,NA
fremont intermediate school,28754 N Fremont Center Rd,Mundelein,60060 9420,Lake,10,1,NA,0,0,NA,NA
fremont jr high middle school,28871 N Fremont Center Rd,Mundelein,60060 9451,Lake,10,1,NA,0,0,NA,NA
fresh start effingham,215 N First St,Effingham,62401,NA,NA,1,NA,0,0,NA,NA
fresh start treatment and learning,215 N 1st St,Effingham,62401 3424,Coles,12,0,NA,0,0,NA,NA
friendship jr high school,550 Elizabeth Ln,Des Plaines,60018 5573,Cook,08,1,1,0,0,NA,NA
frohardt elem school,2040 Johnson Rd,Granite City,62040 3956,Madison,13,1,NA,0,0,NA,NA
fry elementary school,3204 Tall Grass Dr,Naperville,60564 8253,Dupage,14,1,1,0,0,NA,NA
fuller elem school,4214 S Saint Lawrence Ave,Chicago,60653 2926,Cook,NA,1,1,14,1,14,1
fullerton elem school,400 S Michigan Ave,Addison,60101 4605,Dupage,03,1,1,0,0,NA,NA
fulton elem school,5300 S Hermitage Ave,Chicago,60609 5726,Cook,07,1,1,0,0,NA,NA
fulton elem school,1301 7th Ave,Fulton,61252 1024,Whiteside,17,1,1,3,1,2,0.666666666666667
fulton high school,1207 12th St,Fulton,61252 1117,Whiteside,17,1,1,0,0,NA,NA
fulton jr high school,307 Kyle Rd,O Fallon,62269 6611,Saint Clair,12,1,1,2,1,2,1
funston elem school,2010 N Central Park Ave,Chicago,60647 3659,Cook,03,1,1,2,1,1,0.5
futures unlimited,3900 N Neely Ave,Decatur,62526 1915,N/A,NA,0,NA,0,0,NA,NA
g n dieterich elem school,1141 Jackson St,Aurora,60505 5647,Kane,14,1,NA,0,0,NA,NA
g stanley hall elem school,1447 Wayne Ave,Glendale Heights,60139 2915,Dupage,03,1,1,1,1,1,1
g a mcelroy administration center,1750 South Roselle Rd,Palatine,60067,NA,NA,1,NA,0,0,NA,NA
gage park high school,5630 S Rockwell St,Chicago,60629 1030,Cook,04,1,1,0,0,NA,NA
gages lake school,18180 W Gages Lake Rd,Gages Lake,60030 1819,Lake,10,0,1,0,0,NA,NA
gail mckinzie high school,3003 103Rd St,Naperville,60564 8000,Dupage,14,1,1,0,0,NA,NA
galapagos rockford charter sch,2605 School St,Rockford,61101 5264,Winnebago,17,1,1,0,0,NA,NA
galatia elem school,200 N Hickory St,Galatia,62935 1002,Saline,12,1,1,0,0,NA,NA
galatia grade school annex,114 W Main St,Galatia,62935,Saline,12,1,NA,0,0,NA,NA
galatia high school,200 N McKinley St,Galatia,62935 1104,Saline,12,1,1,0,0,NA,NA
galatia jr high,200 N McKinley St,Galatia,62935 1104,Saline,12,1,1,0,0,NA,NA
gale elem community academy,1631 W Jonquil Ter,Chicago,60626 1103,Cook,09,1,1,1,1,1,1
galena elementary and middle school,1230 Franklin St,Galena,61036 1317,Jo Daviess,16,1,1,3,1,2,0.666666666666667
galena high school,1206 Franklin St,Galena,61036 1317,Jo Daviess,16,1,1,0,0,NA,NA
galena middle school,1230 Franklin St,Galena,61036 1317,Jo Daviess,NA,1,NA,0,0,NA,NA
galena primary school,219 Kelly Ln,Galena,61036 1346,Jo Daviess,NA,1,NA,0,0,NA,NA
galesburg area voc ctr,940 W Fremont St,Galesburg,61401 2558,Knox,NA,0,NA,0,0,NA,NA
galesburg jr high school,1135 W Fremont St,Galesburg,61401 2432,Knox,17,1,1,0,0,NA,NA
galesburg senior high school,1135 W Fremont St,Galesburg,61401 2432,Knox,17,1,1,9,1,7,0.777777777777778
galileo elem math and sci schol acd,820 S Carpenter St,Chicago,60607 4237,Cook,07,1,1,6,1,6,1
gallatin elementary school,5175 Highway 13,Junction,62954 2101,Gallatin,12,1,1,0,0,NA,NA
gallatin high school,5175 Highway 13,Junction,62954 2101,Gallatin,12,1,1,0,0,NA,NA
gallatin junior high school,5175 Highway 13,Junction,62954 2101,Gallatin,12,1,1,0,0,NA,NA
gallistel elem language academy,10347 S Ewing Ave,Chicago,60617 6028,Cook,02,1,1,0,0,NA,NA
galva elem school,224 Morgan Rd,Galva,61434 1090,Henry,17,1,1,0,0,NA,NA
galva jr sr high school,1020 N Center Ave,Galva,61434 8902,Henry,17,1,1,0,0,NA,NA
garcia lorca elem school,3231 N Springfield Ave,Chicago,60618 5109,Cook,03,1,1,2,1,0,0
gard elementary school,400 E 15th St,Beardstown,62618 2054,Cass,15,1,NA,0,0,NA,NA
garden hills elem school,2001 Garden Hills Dr,Champaign,61821 1522,Champaign,13,1,1,3,1,2,0.666666666666667
gardner elem school,598 N Elm St,Gardner,60424 7050,Grundy,16,1,NA,0,0,NA,NA
gardner elementary school,1 Ed Gardner Pl,Waterloo,62298 1677,Monroe,12,1,NA,0,0,NA,NA
gardner south wilmington twp h s,500 E Main St,Gardner,60424 6316,Grundy,16,1,NA,0,0,NA,NA
garfield elem school,140 E 23rd St,Chicago Heights,60411 4247,Cook,02,1,NA,0,0,NA,NA
garfield elem school,543 Hannah Ave,Forest Park,60130 1909,Cook,07,1,1,2,1,0,0
garfield elem school,1514 S 9th Ave,Maywood,60153 1951,Cook,07,1,1,0,0,NA,NA
garfield elem school,420 May St,Elgin,60120 7841,Kane,NA,1,NA,0,0,NA,NA
garfield elem school,300 Meadow Terrace Pl,Decatur,62521 5252,Vermilion,NA,1,NA,0,0,NA,NA
garfield learning academy,300 Meadow Terrace Pl,Decatur,62521 5252,NA,NA,0,NA,0,0,NA,NA
garfield learning academy,1 N Educational Park Dr,Decatur,62526 2548,Macon,NA,1,NA,0,0,NA,NA
garvey m elem school,10309 S Morgan St,Chicago,60643 3096,Cook,01,1,1,6,1,6,1
garvy j elem school,5225 N Oak Park Ave,Chicago,60656 2139,Cook,05,1,1,2,1,2,1
gary d wright elem sch,1500 Ketchum Rd,Hampshire,60140 8375,Kane,11,1,NA,0,0,NA,NA
gary elem school,3740 W 31st St,Chicago,60623 5035,Cook,04,1,1,4,1,3,0.75
gary elementary school,130 E Forest Ave,West Chicago,60185 3524,Dupage,03,1,NA,0,0,NA,NA
gavin central elementary school,36414 N Ridge Rd,Ingleside,60041 8459,Lake,10,1,1,0,0,NA,NA
gavin south middle school,25775 W IL Route 134,Ingleside,60041 9587,Lake,10,1,1,0,0,NA,NA
gcms elementary school,902 N Church St,Gibson City,60936 1075,Ford,16,1,1,0,0,NA,NA
gcms high school,815 N Church St,Gibson City,60936 1074,Ford,16,1,NA,0,0,NA,NA
gcms middle school,316 E 19th St,Gibson City,60936 2008,Ford,16,1,NA,0,0,NA,NA
geff elem school,201 E Lafayette St,Geff,62842 1001,Wayne,12,1,NA,0,0,NA,NA
gemini middle school,8955 N Greenwood Ave,Niles,60714 1416,Cook,05,1,1,1,1,1,1
gen george patton elem school,13700 S Stewart Ave,Riverdale,60827 1629,Cook,02,1,1,0,0,NA,NA
gen john a logan attendance cntr,320 Watson Rd,Murphysboro,62966 6195,Jackson,12,1,1,0,0,NA,NA
geneseo high school,700 N State St,Geneseo,61254 1068,Henry,16,1,NA,0,0,NA,NA
geneseo middle school,333 E Ogden Ave,Geneseo,61254 1120,Henry,16,1,NA,0,0,NA,NA
geneva 304 early learning center,0S350 Grengs Ln,Geneva,60134 6164,Kane,11,1,1,0,0,NA,NA
geneva community high school,416 McKinley Ave,Geneva,60134 1200,Kane,11,1,1,0,0,NA,NA
geneva middle sch north,1357 Viking Dr,Geneva,60134 3909,Kane,11,1,1,2,1,2,1
geneva middle sch south,1415 Viking Dr,Geneva,60134 3991,Kane,11,1,1,0,0,NA,NA
genoa elementary school,602 E Hill St,Genoa,60135 1304,Dekalb,11,1,NA,0,0,NA,NA
genoa kingston high school,980 Park Ave,Genoa,60135 1423,Dekalb,11,1,NA,0,0,NA,NA
genoa kingston middle school,941 W Main St,Genoa,60135 1037,Dekalb,11,1,NA,0,0,NA,NA
geo t wilkins jr high school,8001 S 82nd Ave,Justice,60458 1569,Cook,06,1,NA,0,0,NA,NA
george b carpenter elem school,300 N Hamlin Ave,Park Ridge,60068 2924,Cook,05,1,1,0,0,NA,NA
george o barr school,1305 5th Avenue,Silvis,61282 1579,Rock Island,17,1,NA,0,0,NA,NA
george t wilkins elem school,8001 S 82nd Ave,Justice,60458 1569,Cook,06,1,NA,0,0,NA,NA
george w lieb elem school,9101 Pembroke Ln,Bridgeview,60455 2221,Cook,06,1,1,0,0,NA,NA
george washington elem school,1500 Stewart Ave,Park Ridge,60068 3867,Cook,05,1,1,3,1,3,1
george washington elem school,1550 41st St,Moline,61265 2546,Rock Island,17,1,NA,0,0,NA,NA
george washington elementary sch,12545 S Homan Ave,Alsip,60803 4114,Cook,01,1,NA,0,0,NA,NA
georgetown elementary school,995 Long Grove Dr,Aurora,60504 5958,Dupage,11,1,1,0,0,NA,NA
georgetown middle school,51 Yates Rd,Marquette Hts,61554 1152,Tazewell,16,1,NA,0,0,NA,NA
georgetown ridge farm high school,500 W Mulberry St,Georgetown,61846 1897,Vermilion,15,1,1,0,0,NA,NA
georgetowne middle school,51 Yates Rd,Marquette Hts,61554 1152,Tazewell,NA,1,NA,0,0,NA,NA
german valley grade school,601 E Main St,Forreston,61030 0665,Ogle,17,1,1,0,0,NA,NA
germantown elem school,401 Walnut St,Germantown,62245 0400,Clinton,12,1,NA,0,0,NA,NA
germantown hills elementary sch,103 Warrior Way,Germantown Hills,61548 9108,Woodford,16,1,1,0,0,NA,NA
germantown hills middle school,103 Warrior Way,Germantown Hills,61548 9108,Woodford,16,1,1,0,0,NA,NA
giant city elem school,1062 Boskydell Rd,Carbondale,62902 7743,Jackson,12,1,NA,0,0,NA,NA
gifford grade school,406 S Main St,Gifford,61847 0070,Champaign,15,1,NA,0,0,NA,NA
gilberts elem sch,729 Paper Bark Ln,Gilberts,60136 9706,Kane,08,1,NA,0,0,NA,NA
gillespie elem school,9301 S State St,Chicago,60619 7296,Cook,01,1,1,0,0,NA,NA
gillespie high school,612 Broadway St,Gillespie,62033 1164,Macoupin,13,1,NA,0,0,NA,NA
gillespie middle school,412 Oregon St,Gillespie,62033 1174,Macoupin,13,1,NA,0,0,NA,NA
gilson brown elem school,1613 W Delmar Ave,Godfrey,62035 1317,Madison,15,1,NA,0,0,NA,NA
glacier ridge elementary school,1120 Village Rd,Crystal Lake,60014 2908,McHenry,11,1,1,0,0,NA,NA
glacier ridge prek,1120 Village Rd,Crystal Lake,60014 2908,McHenry,11,1,NA,0,0,NA,NA
